;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2
2930;V·vra AntonÌn;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2931;Byst¯ick· Jana;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2932;Podlipsk˝ Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2933;äidlo Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2934;Hrub· Ivana;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2935;Hojda Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2936;Mr·zek Ladislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2937;JakubÌk V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2938;Holan Ji¯Ì;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2939;Mareö ZdenÏk;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2940;Valjentov· Eva;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2941;JurË·k Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2942;Kalaö Oleg;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2943;äenfeld Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2944;MaröÌËek ZdenÏk;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2945;Reiber VladimÌr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2946;Sedl·Ëkov· Erika;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2947;Sachetov· Jitka;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2948;Vondruöka Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2949;Svobodov· Alena;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2950;Tita Miloö;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2951;Pickov· VÏra;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2952;Panc Old¯ich;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2953;SouËek Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2954;Nov·kov· Taùjana;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2955;Dlab Vlastimil;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2956;Markov· SoÚa;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2957;Kapuci·n AntonÌn;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2958;äp·s Milan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2959;Fejfar Jaroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2960;Havrda Alois;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2961;Oöù·dal Jaroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2962;Nov·k Milan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2963;Meduna Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2964;MandÌk Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2965;Gruntov· Jitka;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2966;Kl·ötereck˝ Jaroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2967;Snopek V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2968;MouËka Jaroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2969;KruûÌkov· Lidmila;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2970;Kub˘ Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2971;Kov·Ëik Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2972;BiËÌk Milan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2973;Rusov· Marie;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2974;älechtick˝ Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2975;StoËek Petr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2976;VejmÏlek Ladislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2977;Moravec Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2978;Semor·d ZdenÏk;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2979;Toman LudvÌk;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2980;GrebenÌËek Miroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2981;Bayerov· Marta;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2982;B˝Ëek Ladislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2983;Zral˝ AntonÌn;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2984;Adam VojtÏch;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2985;Navr·til Jan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2986;Navrkal Stanislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2987;K¯iv·nkov· VÏra;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2988;S˝korov· Helena;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2989;ÿeho¯ Jan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2990;B¯eza Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2991;Bal·ö VojtÏch;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2992;Kukla Old¯ich;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2993;»ern˝ Alexander;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2994;VlËkov· Miroslava;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2995;MlË·k Ladislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2996;ämÌd V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2997;Cardov· Jaroslava;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2998;Kania Jind¯ich;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2999;Marek Miroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3000;Sk·cel Miroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3001;Urb·nek VladimÌr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3002;Nekl Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3003;Antol·k Vlastislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3004;KonÌËek VladimÌr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3005;ätaudnerov· Ludmila;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3006;Butnikoöarovsk· Dagmar;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3007;Krpal Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3008;Varga Ji¯Ì;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3009;Opravilov· Esma;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3010;MÌsteck˝ VladimÌr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3011;Goiö Leo;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3012;Pol·öek Petr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3013;VymÏtal Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3014;Recman SvatomÌr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3015;KoneËn· Kate¯ina;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3016;Op·lka Miroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3017;Jakubek Old¯ich;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3018;HalÌkov· Milada;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3019;Heczko Eduard;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3020;Babinec Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3021;C·b Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3022;Kamen· Justina;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3023;Gavenda Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3024;Varteck˝ Petr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3025;Vrba Ivan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
3026;ÿiË·nek Jaroslav;MoDS;M;2002;0;1;1;0;1;0;0;1
3027;Albrecht Ji¯Ì;MoDS;M;2002;0;1;1;0;1;0;0;1
3028;NÏmeËek AntonÌn;MoDS;M;2002;0;1;1;0;1;0;0;1
3029;Wlodkov· Helena;MoDS;M;2002;0;1;1;0;1;0;0;1
3030;JaniËatov· Monika;MoDS;M;2002;0;1;1;0;1;0;0;1
3031;Trnka Milan;MoDS;M;2002;0;1;1;0;1;0;0;1
3032;NÏmeËek Richard;MoDS;M;2002;0;1;1;0;1;0;0;1
3033;Pirnus ätÏp·n;MoDS;M;2002;0;1;1;0;1;0;0;1
3034;Vav¯Ìk Miroslav;MoDS;M;2002;0;1;1;0;1;0;0;1
3035;Franta Bernard;MoDS;M;2002;0;1;1;0;1;0;0;1
3036;Dvo¯·k Oskar;MoDS;M;2002;0;1;1;0;1;0;0;1
3037;Hodes VÌt;MoDS;M;2002;0;1;1;0;1;0;0;1
3038;MatuötÌk Petr;MoDS;M;2002;0;1;1;0;1;0;0;1
3039;FuËÌk Jan;MoDS;M;2002;0;1;1;0;1;0;0;1
3040;CimbalnÌk VladimÌr;MoDS;M;2002;0;1;1;0;1;0;0;1
3041;é·k Frantiöek;MoDS;M;2002;0;1;1;0;1;0;0;1
3042;KolomaznÌk Karel;MoDS;M;2002;0;1;1;0;1;0;0;1
3043;Jur·nek Arnoöt;MoDS;M;2002;0;1;1;0;1;0;0;1
3044;Smital Jan;MoDS;M;2002;0;1;1;0;1;0;0;1
3045;LnÏniËkov· Alena;MoDS;M;2002;0;1;1;0;1;0;0;1
3046;KubÌËek Ji¯Ì;MoDS;M;2002;0;1;1;0;1;0;0;1
3047;Vesel˝ Karel;MoDS;M;2002;0;1;1;0;1;0;0;1
3048;Vacula Frantiöek;MoDS;M;2002;0;1;1;0;1;0;0;1
3049;KadlËÌk Pavel;MoDS;M;2002;0;1;1;0;1;0;0;1
3050;Bouchal Tom·ö;MoDS;M;2002;0;1;1;0;1;0;0;1
3051;Ambroz Ji¯Ì;MoDS;M;2002;0;1;1;0;1;0;0;1
3052;Hrub˝ Michal;MoDS;M;2002;0;1;1;0;1;0;0;1
3053;»uda Frantiöek;MoDS;M;2002;0;1;1;0;1;0;0;1
3054;ÿÌha VladimÌr;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3055;Orel Jaroslav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3056;Hoöek Mari·n;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3057;Neöet¯il Frantiöek;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3058;PlÌöek Martin;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3059;Barkov· HeöÌkov· Jaroslava;US-DEU;SNK ED;2002;0;1;0;0;0;0;1;1
3060;Cieslar Jan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3061;Ort Ji¯Ì;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3062;Parkanov· Vlasta;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3063;JaneËek Josef;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3064;V·cha Frantiöek;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3065;Renc ZdenÏk;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3066;Vesel˝ Vratislav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3067;KlÌma Miloslav;US-DEU;SNK ED;2002;0;1;0;0;0;0;1;1
3068;VanÏËek Jan;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3069;Pr˘öa Daniel;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3070;Kalousek Miroslav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3071;TalÌ¯ JaromÌr;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3072;Skotnica VladimÌr;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3073;H·jek Karel;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3074;MalÌk Stanislav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3075;é·k Martin;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3076;Michal Jaroslav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3077;Hrdinov· Marie;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3078;Zrzaveck˝ Frantiöek;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3079;OkleötÏk Petr;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3080;Lobkowicz Jaroslav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3081;Holenda Ji¯Ì;US-DEU;SNK ED;2002;0;1;0;0;0;0;1;1
3082;Pet·k Tom·ö;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3083;Volf Miroslav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3084;K¯Ìûov· Jana;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3085;Mor·vek Ji¯Ì;US-DEU;SNK ED;2002;0;1;0;0;0;0;1;1
3086;K¸hnl Karel;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3087;Landa Ji¯Ì;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3088;Sekal Martin;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3089;PiötÏkov· Dagmar;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3090;Ond¯ich Tom·ö;US-DEU;KDU-»SL;2002;0;1;0;0;0;1;0;0
3091;Steiner Leo;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3092;Chaloupek Tom·ö;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3093;Antoö Robert;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3094;Polesn˝ Michal;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3095;Nosek V·clav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3096;Rudolfov· Gabriela;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3097;Beneöov· Irena;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3098;Svoboda Cyril;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3099;Semer·k Jan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3100;Zezul·k Ond¯ej;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3101;ÿeh˘¯ek Ji¯Ì;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3102;Sedl·k Jaroslav;US-DEU;DEU»R;2002;0;1;0;0;1;0;0;1
3103;Severa Pavel;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3104;Tomanov· Jaroslava;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3105;Tomö˘ Jana;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3106;KliËka V·clav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3107;Kasal Jan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3108;Karas Ji¯Ì;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3109;M·lek Jan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3110;Valiöov· Jana;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3111;Ambrozek Libor;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3112;Gr˘za Jan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3113;äustr Ladislav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3114;Korbel Ladislav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3115;Vola¯Ìk Miroslav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3116;Soukop VladimÌr;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3117;MatÏjkov· Anna;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3118;Bedrava Martin;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3119;Zouhar Ladislav;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3120;Tesa¯Ìk AntonÌn;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3121;Berka Pavel;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3122;Petr˘ Miloö;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3123;Vykydal Ivo;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3124;Kvapil Tom·ö;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3125;Novotn· Milena;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3126;éalud Stanislav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3127;äojdrov· Michaela;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3128;äkopÌk Jan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3129;Hruöka Ji¯Ì;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3130;BeneöÌk Ond¯ej;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3131;Duda Ji¯Ì;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3132;Kop¯iva JaromÌr;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3133;Tobola Jaroslav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3134;StudenÌk Pavel;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3135;Janek Alois;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3136;VÌcha Josef;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3137;Hol·Ú VilÈm;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3138;Carbol Ji¯Ì;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3139;Novotn˝ Petr;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3140;ätÏdroÚ Radoslav;US-DEU;SP;2002;0;1;0;0;1;0;0;1
3141;Dvo¯·k Miroslav;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3142;Slov·Ëek VÌt;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3143;Hubkov· Petra;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3144;Dr·bek Ivan;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3145;Kasp¯Ìk Jan;US-DEU;US-DEU;2002;1;0;0;0;0;0;0;0
3146;Dolansk˝ Bohumil;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3147;Prusek Josef;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3148;Stavinoha Karel;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3149;Pch·lek Ji¯Ì;KDU-»SL;KDU-»SL;2002;1;0;0;0;0;0;0;0
3150;Kuchler Kamil;SéJ;MDS;2002;0;1;1;0;1;0;0;1
3151;Nov·k Martin;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3152;Jaroö Ladislav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3153;Beneö Karel;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3154;Kubal V·clav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3155;Venzhˆfer Otomar;SéJ;MDS;2002;0;1;1;0;1;0;0;1
3156;Sekyra Ji¯Ì;SéJ;MDS;2002;0;1;1;0;1;0;0;1
3157;Havlov· Ji¯ina;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3158;Nov·kov· Martina;SéJ;MDS;2002;0;1;1;0;1;0;0;1
3159;Vesel˝ Milan;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3160;BiÚovcov· M·ria;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3161;KaËerov· Jolana;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3162;Zeman Ji¯Ì;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3163;Mint·lov· Marcela;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3164;H·la Pavel;SéJ;M;2002;0;1;1;0;1;0;0;1
3165;Smejkal Jan;SéJ;M;2002;0;1;1;0;1;0;0;1
3166;Pokorn˝ Jaroslav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3167;Pernes Ji¯Ì;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3168;Nov·k V·clav;SéJ;M;2002;0;1;1;0;1;0;0;1
3169;Holk˘ V·clav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3170;Ad·mek Ji¯Ì;SéJ;M;2002;0;1;1;0;1;0;0;1
3171;Kubinec Jan;SéJ;NS;2002;0;1;1;0;1;0;0;1
3172;OvËaËÌkov· Alena;SéJ;M;2002;0;1;1;0;1;0;0;1
3173;éiöka AntonÌn;SéJ;M;2002;0;1;1;0;1;0;0;1
3174;Pawlicov· ZdeÚka;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3175;Kaiser Vlastimil;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
3176;Cibulka Petr;PB;PB;2002;1;0;1;0;0;0;0;0
3177;Novotn˝ Martin;PB;PB;2002;1;0;1;0;0;0;0;0
3178;Broj Jan;PB;PaS;2002;0;1;1;0;1;0;0;1
3179;Karfus LudvÌk;PB;PB;2002;1;0;1;0;0;0;0;0
3180;Proch·zka VladimÌr;PB;PB;2002;1;0;1;0;0;0;0;0
3181;LÌpa Jaroslav;PB;PaS;2002;0;1;1;0;1;0;0;1
3182;G·l Petr;PB;PB;2002;1;0;1;0;0;0;0;0
3183;Kop·Ëov· Eva;PB;PB;2002;1;0;1;0;0;0;0;0
3184;Bal·n Josef;PB;PB;2002;1;0;1;0;0;0;0;0
3185;Kost˙r Ji¯Ì;PB;PB;2002;1;0;1;0;0;0;0;0
3186;KofroÚ Eduard;PB;PB;2002;1;0;1;0;0;0;0;0
3187;Pecka Vlastislav;PB;NS;2002;0;1;1;0;1;0;0;1
3188;SkleniËkov· Libuöe;PB;PB;2002;1;0;1;0;0;0;0;0
3189;Kufner V·clav;PB;PB;2002;1;0;1;0;0;0;0;0
3190;Konvalinka Karel;PB;PB;2002;1;0;1;0;0;0;0;0
3191;RoubÌnek Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0
3192;»ern· Jitka;PB;PB;2002;1;0;1;0;0;0;0;0
3193;Bedn·¯ ZdenÏk;PB;PB;2002;1;0;1;0;0;0;0;0
3194;Seibert Eduard;PB;PB;2002;1;0;1;0;0;0;0;0
3195;Jebav· Miloslava;PB;PB;2002;1;0;1;0;0;0;0;0
3196;NedvÌdek Miroslav;PB;PaS;2002;0;1;1;0;1;0;0;1
3197;Pluha¯ ZdenÏk;PB;PaS;2002;0;1;1;0;1;0;0;1
3198;äimek AntonÌn;PB;KAN;2002;0;1;1;0;1;0;0;0
3199;DÏdeËek V·clav;PB;PB;2002;1;0;1;0;0;0;0;0
3200;P¯ibyl Karel;PB;PB;2002;1;0;1;0;0;0;0;0
3201;StÏhule Josef;PB;PB;2002;1;0;1;0;0;0;0;0
3202;Chaloupka Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0
3203;Kazilovsk˝ Frantiöek;PB;PB;2002;1;0;1;0;0;0;0;0
3204;Wolf BohumÌr;PB;PB;2002;1;0;1;0;0;0;0;0
3205;Feil Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0
3206;Myslivec Jind¯ich;PB;PB;2002;1;0;1;0;0;0;0;0
3207;Zejda AntonÌn;PB;PB;2002;1;0;1;0;0;0;0;0
3208;KoûÌökov· Libuöe;PB;PB;2002;1;0;1;0;0;0;0;0
3209;Neubauer Vlastimil;PB;PB;2002;1;0;1;0;0;0;0;0
3210;Herot Pavel;PB;PB;2002;1;0;1;0;0;0;0;0
3211;PytlÌk Josef;PB;PB;2002;1;0;1;0;0;0;0;0
3212;Nov·Ëek VÌtÏzslav;PB;PaS;2002;0;1;1;0;1;0;0;1
3213;ätÏp·nek Ladislav;PB;PB;2002;1;0;1;0;0;0;0;0
3214;Rejthar Milan;PB;PB;2002;1;0;1;0;0;0;0;0
3215;Vencl Frantiöek;PB;PB;2002;1;0;1;0;0;0;0;0
3216;Friedl Josef;PB;PB;2002;1;0;1;0;0;0;0;0
3217;»ern· Hana;PB;PB;2002;1;0;1;0;0;0;0;0
3218;ävidrnoch Petr;PB;PB;2002;1;0;1;0;0;0;0;0
3219;Robenek Ji¯Ì;PB;PB;2002;1;0;1;0;0;0;0;0
3220;Pol·ch Josef;PB;PaS;2002;0;1;1;0;1;0;0;1
3221;VÈnosov· SoÚa;PB;PB;2002;1;0;1;0;0;0;0;0
3222;Bed·Úov· Olga;PB;PaS;2002;0;1;1;0;1;0;0;1
3223;KrËek Stanislav;PB;PB;2002;1;0;1;0;0;0;0;0
3224;äimek Miloslav;PB;PB;2002;1;0;1;0;0;0;0;0
3225;Tich˝ LubomÌr;PB;PB;2002;1;0;1;0;0;0;0;0
3226;PavlÌk Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0
3227;Michn˝ Karel;PB;PaS;2002;0;1;1;0;1;0;0;1
3228;Giblov· Anna;PB;PB;2002;1;0;1;0;0;0;0;0
3229;Gibl Alois;PB;PB;2002;1;0;1;0;0;0;0;0
3230;Havel Josef;PB;PaS;2002;0;1;1;0;1;0;0;1
3231;StanÏk Jaroslav;SZ;SZ;2002;1;0;0;0;0;0;0;0
3232;Br‰uner Tom·ö;SZ;SZ;2002;1;0;0;0;0;0;0;0
3233;Jeûek Jakub;SZ;SZ;2002;1;0;0;0;0;0;0;0
3234;»ejka Ji¯Ì;SZ;»SSD;2002;0;1;0;0;0;1;0;0
3235;Pet¯ÌËek V·clav;SZ;SZ;2002;1;0;0;0;0;0;0;0
3236;Gruzovsk˝ Robert;SZ;SZ;2002;1;0;0;0;0;0;0;0
3237;Bedn·¯ Bohumil;SZ;SZ;2002;1;0;0;0;0;0;0;0
3238;Adam Tom·ö;SZ;SZ;2002;1;0;0;0;0;0;0;0
3239;Neuûil Jaroslav;SZ;SZ;2002;1;0;0;0;0;0;0;0
3240;Lev Libor;SZ;SZ;2002;1;0;0;0;0;0;0;0
3241;Nov·k Karel;SZ;SZ;2002;1;0;0;0;0;0;0;0
3242;äupina VladimÌr;SZ;SZ;2002;1;0;0;0;0;0;0;0
3243;élebek Pavel;SZ;SZ;2002;1;0;0;0;0;0;0;0
3244;Gebousk˝ Milan;SZ;SZ;2002;1;0;0;0;0;0;0;0
3245;HanzÌk Petr;SZ;SZ;2002;1;0;0;0;0;0;0;0
3246;Roth Ji¯Ì;SZ;SZ;2002;1;0;0;0;0;0;0;0
3247;BÌlek Pavel;SZ;SZ;2002;1;0;0;0;0;0;0;0
