districtNumber;districtName;orderList;name;age;votes;nomParty
31;Hl.m.Praha;27;Jelínek Jan;46;217;LB (KSÈM)
31;Hl.m.Praha;28;Køí Miroslav;36;24;LB (KSÈM)
31;Hl.m.Praha;29;Dvoøák Jaromír;45;134;LB (KSÈM)
31;Hl.m.Praha;30;Zaoral Zdenìk;45;70;LB (KSÈM)
31;Hl.m.Praha;31;Hejbal Václav;42;6;LB (KSÈM)
31;Hl.m.Praha;32;Perman Karel;69;26;LB (KSÈM)
31;Hl.m.Praha;33;Bouša Dušan;44;24;LB (KSÈM)
31;Hl.m.Praha;34;Matoušek Václav;50;35;LB (KSÈM)
31;Hl.m.Praha;35;Zeman Jan;35;107;LB (KSÈM)
31;Hl.m.Praha;36;Heczko Petr RS;44;257;LB (KSÈM)
32;Støedoèeskı;1;Ortman Jaroslav;39;20 058;LB (KSÈM)
32;Støedoèeskı;2;Sojka Tomáš;43;9 183;LB (KSÈM)
32;Støedoèeskı;3;Body Ladislav;43;10 437;LB (KSÈM)
32;Støedoèeskı;4;Frank Václav;48;5 417;LB (KSÈM)
32;Støedoèeskı;5;Mikšovskı Milan;47;3 143;LB (KSÈM)
32;Støedoèeskı;6;Hajleková Zdena;33;2 072;LB (KSÈM)
32;Støedoèeskı;7;Grospiè Stanislav;27;7 179;LB (KSÈM)
32;Støedoèeskı;8;Tøískalová Miroslava;28;5 180;LB (KSÈM)
32;Støedoèeskı;9;Šindılek Vlastimil;43;2 826;LB (KSÈM)
32;Støedoèeskı;10;Povolná Milena;44;2 408;LB (KSÈM)
32;Støedoèeskı;11;Novotnı Josef;48;3 363;LB (KSÈM)
32;Støedoèeskı;12;Hacaperka Jiøí;50;1 167;LB (KSÈM)
32;Støedoèeskı;13;Pour Jiøí;49;3 119;LB (KSÈM)
32;Støedoèeskı;14;Dvorskı Václav;43;1 168;LB (KSÈM)
32;Støedoèeskı;15;Køepelková Miloslava;52;6 397;LB (KSÈM)
32;Støedoèeskı;16;Sedliaková Vìra;39;1 944;LB (KSÈM)
32;Støedoèeskı;17;Pokornı Jaroslav;41;5 398;LB (KSÈM)
32;Støedoèeskı;18;Havlíèek Milan;44;3 722;LB (KSÈM)
32;Støedoèeskı;19;Duras Jaroslav;39;1 849;LB (KSÈM)
32;Støedoèeskı;20;Toušková Eva;54;1 808;LB (KSÈM)
32;Støedoèeskı;21;Vítkovskı Jan;40;2 731;LB (KSÈM)
32;Støedoèeskı;22;Štika Petr;41;846;LB (KSÈM)
32;Støedoèeskı;23;Husa Jiøí;46;2 242;LB (KSÈM)
32;Støedoèeskı;24;Jirák Jaroslav;35;1 807;LB (KSÈM)
32;Støedoèeskı;25;Skála Karel;50;2 687;LB (KSÈM)
32;Støedoèeskı;26;Knorová Eva;45;1 341;LB (KSÈM)
32;Støedoèeskı;27;Pìtník Václav;37;701;LB (KSÈM)
32;Støedoèeskı;28;Malá Kalida;38;264;LB (KSÈM)
32;Støedoèeskı;29;Pošmournı Josef;56;798;LB (KSÈM)
32;Støedoèeskı;30;Šmídová Lenka;35;757;LB (KSÈM)
32;Støedoèeskı;31;Pauš Josef;59;139;LB (KSÈM)
33;Jihoèeskı;1;Bumbová Stanislava;43;12 029;LB (KSÈM)
33;Jihoèeskı;2;Pacourková Vlasta;48;9 227;LB (KSÈM)
33;Jihoèeskı;3;Klíma Josef;36;9 227;LB (KSÈM)
33;Jihoèeskı;4;Hájek Jiøí;40;13 056;LB (KSÈM)
33;Jihoèeskı;5;Müller Vladimír;39;2 493;LB (KSÈM)
33;Jihoèeskı;6;Pavlíèek Jan;42;3 153;LB (KSÈM)
33;Jihoèeskı;7;Švecová Boena;44;3 407;LB (KSÈM)
33;Jihoèeskı;8;Ritter Ferdinand;34;2 381;LB (KSÈM)
33;Jihoèeskı;9;Kašpar František;31;2 224;LB (KSÈM)
33;Jihoèeskı;10;Nováèek Ladislav;44;1 824;LB (KSÈM)
33;Jihoèeskı;11;Ryšlavá Jitka;33;2 412;LB (KSÈM)
33;Jihoèeskı;12;Matoušek Jaroslav;49;886;LB (KSÈM)
33;Jihoèeskı;13;Bayerová Marie;38;1 379;LB (KSÈM)
33;Jihoèeskı;14;Fibich Miroslav;31;1 509;LB (KSÈM)
33;Jihoèeskı;15;Hrdı Zdenìk;48;2 084;LB (KSÈM)
33;Jihoèeskı;16;Markoviè Juraj;46;588;LB (KSÈM)
33;Jihoèeskı;17;Stìkl Jan;46;1 834;LB (KSÈM)
33;Jihoèeskı;18;Ryzka Jiøí;40;2 410;LB (KSÈM)
33;Jihoèeskı;19;Rezek Josef;40;1 034;LB (KSÈM)
33;Jihoèeskı;20;Hrbková Olga;35;2 450;LB (KSÈM)
34;Západoèeskı;1;Maryt Jiøí;28;11 782;LB (KSÈM)
34;Západoèeskı;2;Lagová Hana;50;7 201;LB (KSÈM)
34;Západoèeskı;3;Váchalová Anna;60;8 557;LB (KSÈM)
34;Západoèeskı;4;Sádlo Jiøí;45;5 419;LB (KSÈM)
34;Západoèeskı;5;Jurásek Vítìzslav;60;1 223;LB (KSÈM)
34;Západoèeskı;6;Meiser Vilém;64;2 440;LB (KSÈM)
34;Západoèeskı;7;Tızl Josef;34;2 933;LB (KSÈM)
34;Západoèeskı;8;Roánek Karel;49;4 854;LB (KSÈM)
34;Západoèeskı;9;Barth Jan;43;4 448;LB (KSÈM)
34;Západoèeskı;10;Mašek Jiøí;56;828;LB (KSÈM)
34;Západoèeskı;11;Pokornı Rudolf;44;608;LB (KSÈM)
34;Západoèeskı;12;Bouèek Jan;49;1 061;LB (KSÈM)
34;Západoèeskı;13;Tišer Štefan;42;626;LB (KSÈM)
34;Západoèeskı;14;Izakoviè Pavol;39;2 908;LB (KSÈM)
34;Západoèeskı;15;Podlipskı František;41;5 576;LB (KSÈM)
34;Západoèeskı;16;Houdek Karel;38;759;LB (KSÈM)
34;Západoèeskı;17;Èernı Bohumil;43;1 192;LB (KSÈM)
34;Západoèeskı;18;Geršák Pavel;45;2 442;LB (KSÈM)
34;Západoèeskı;19;Kraus Antonín;45;2 167;LB (KSÈM)
34;Západoèeskı;20;Vondráèek Jiøí;45;2 812;LB (KSÈM)
34;Západoèeskı;21;Vavøièka Jan;42;1 852;LB (KSÈM)
34;Západoèeskı;22;Václav Josef;38;3 012;LB (KSÈM)
34;Západoèeskı;23;Kovaèík Rudolf;42;2 020;LB (KSÈM)
34;Západoèeskı;24;Švantner Miloslav;44;1 956;LB (KSÈM)
34;Západoèeskı;25;Bugoš Jaroslav;41;372;LB (KSÈM)
35;Severoèeskı;1;Øezáè Vladimír;44;15 034;LB (KSÈM)
35;Severoèeskı;2;Èelišová Kvìtoslava;46;14 820;LB (KSÈM)
35;Severoèeskı;3;Èapek Miroslav;30;9 883;LB (KSÈM)
35;Severoèeskı;4;Chudoba Martin;22;7 257;LB (KSÈM)
35;Severoèeskı;5;ika Jaroslav;41;5 675;LB (KSÈM)
35;Severoèeskı;6;Honickı Ivo;28;7 410;LB (KSÈM)
35;Severoèeskı;7;Brynychová Ludmila;39;4 680;LB (KSÈM)
35;Severoèeskı;8;Broka Jaroslav;36;5 851;LB (KSÈM)
35;Severoèeskı;9;Geistová Libuše;60;6 742;LB (KSÈM)
35;Severoèeskı;10;Maixner František;45;2 612;LB (KSÈM)
35;Severoèeskı;11;Machaò Oldøich;46;3 068;LB (KSÈM)
35;Severoèeskı;12;Majerèín Josef;41;3 392;LB (KSÈM)
35;Severoèeskı;13;Voráèek Karel;48;1 077;LB (KSÈM)
35;Severoèeskı;14;Horník Jindøich;45;4 048;LB (KSÈM)
35;Severoèeskı;15;Burger Michal;42;3 293;LB (KSÈM)
35;Severoèeskı;16;Schwab Bohuslav;58;1 176;LB (KSÈM)
35;Severoèeskı;17;Havlík Petr;37;2 560;LB (KSÈM)
35;Severoèeskı;18;Šínová Dana;48;3 132;LB (KSÈM)
35;Severoèeskı;19;Perkner Jiøí;35;4 741;LB (KSÈM)
35;Severoèeskı;20;Kallmünzer Ivan;37;1 322;LB (KSÈM)
35;Severoèeskı;21;Orava Zdenìk;50;1 948;LB (KSÈM)
35;Severoèeskı;22;Cingel Jaroslav;40;4 503;LB (KSÈM)
35;Severoèeskı;23;Limberk Jiøí;56;2 289;LB (KSÈM)
35;Severoèeskı;24;Tokár Aladár;48;779;LB (KSÈM)
35;Severoèeskı;25;Kováø Josef;42;2 951;LB (KSÈM)
35;Severoèeskı;26;Svatošová Marie;47;479;LB (KSÈM)
35;Severoèeskı;27;Hippmannová Malvína;45;75;LB (KSÈM)
35;Severoèeskı;28;Kozáková Soòa;39;129;LB (KSÈM)
35;Severoèeskı;29;Kutheil Jan;47;193;LB (KSÈM)
35;Severoèeskı;30;Váòová Milena;51;161;LB (KSÈM)
35;Severoèeskı;31;Zelinková Ludmila;45;120;LB (KSÈM)
35;Severoèeskı;32;Bernášek Jindøich;62;85;LB (KSÈM)
35;Severoèeskı;33;Rubeš Zdenìk;52;108;LB (KSÈM)
35;Severoèeskı;34;Chadim Rudolf;50;130;LB (KSÈM)
35;Severoèeskı;35;Kysela Jan;48;137;LB (KSÈM)
36;Vıchodoèeskı;1;Hájek Josef;47;11 946;LB (KSÈM)
36;Vıchodoèeskı;2;Štrait Jaroslav RS;49;10 983;LB (KSÈM)
36;Vıchodoèeskı;3;Rymeš Ladislav;45;11 172;LB (KSÈM)
36;Vıchodoèeskı;4;Mandík Josef;46;3 828;LB (KSÈM)
36;Vıchodoèeskı;5;Svobodová Alena;44;5 580;LB (KSÈM)
36;Vıchodoèeskı;6;Kutílek Jan;46;1 845;LB (KSÈM)
36;Vıchodoèeskı;7;Petr Jan;42;2 709;LB (KSÈM)
36;Vıchodoèeskı;8;Kupka Pavel;38;4 669;LB (KSÈM)
36;Vıchodoèeskı;9;Kotyza Petr;21;4 061;LB (KSÈM)
36;Vıchodoèeskı;10;Rusòák Antonín;35;3 635;LB (KSÈM)
36;Vıchodoèeskı;11;Stehno Karel RS;42;2 104;LB (KSÈM)
36;Vıchodoèeskı;12;Morávek Jiøí;34;2 518;LB (KSÈM)
36;Vıchodoèeskı;13;Èerná Hana;27;1 456;LB (KSÈM)
36;Vıchodoèeskı;14;Boøek Jaroslav;43;2 042;LB (KSÈM)
36;Vıchodoèeskı;15;Barva Josef;49;2 246;LB (KSÈM)
36;Vıchodoèeskı;16;Šmída Miroslav;42;1 208;LB (KSÈM)
36;Vıchodoèeskı;17;Laloušková Zdena;49;2 838;LB (KSÈM)
36;Vıchodoèeskı;18;Èapskı Jaroslav RS;42;1 591;LB (KSÈM)
36;Vıchodoèeskı;19;Chalupník Milan;46;1 034;LB (KSÈM)
36;Vıchodoèeskı;20;Zelinka Libor;46;1 625;LB (KSÈM)
36;Vıchodoèeskı;21;Klimeš Vladimír;49;1 094;LB (KSÈM)
36;Vıchodoèeskı;22;Elichová Rùena;36;976;LB (KSÈM)
36;Vıchodoèeskı;23;Štìpán Lubomír;37;1 321;LB (KSÈM)
36;Vıchodoèeskı;24;Jedlièka Jan;41;1 369;LB (KSÈM)
36;Vıchodoèeskı;25;Pavlíèková Vìra RS;43;1 166;LB (KSÈM)
36;Vıchodoèeskı;26;Kolman Miroslav;65;151;LB (KSÈM)
36;Vıchodoèeskı;27;Snopek Václav;40;193;LB (KSÈM)
36;Vıchodoèeskı;28;Bezdíèek Petr;44;210;LB (KSÈM)
36;Vıchodoèeskı;29;Korejtko Zdenìk;32;144;LB (KSÈM)
36;Vıchodoèeskı;30;Telecká Miluše;33;100;LB (KSÈM)
36;Vıchodoèeskı;31;Kroupa František;32;122;LB (KSÈM)
36;Vıchodoèeskı;32;Jelínek Josef;49;85;LB (KSÈM)
36;Vıchodoèeskı;33;Hornych Stanislav;46;58;LB (KSÈM)
36;Vıchodoèeskı;34;Zeman Miroslav;42;134;LB (KSÈM)
36;Vıchodoèeskı;35;Záleskı Ladislav;47;53;LB (KSÈM)
37;Jihomoravskı;1;Hrazdíra Antonín;51;25 051;LB (KSÈM)
37;Jihomoravskı;2;Matìjka Jaroslav;51;16 711;LB (KSÈM)
37;Jihomoravskı;3;Èundrle Václav;48;12 468;LB (KSÈM)
37;Jihomoravskı;4;Èechák Vojtìch;44;10 071;LB (KSÈM)
37;Jihomoravskı;5;Matulka Dalibor;38;12 000;LB (KSÈM)
37;Jihomoravskı;6;Navrátil Jan;36;6 601;LB (KSÈM)
37;Jihomoravskı;7;Satoria Jan;56;5 671;LB (KSÈM)
37;Jihomoravskı;8;Hlavatı Josef;50;1 295;LB (KSÈM)
37;Jihomoravskı;9;Èech Karel;48;4 158;LB (KSÈM)
37;Jihomoravskı;10;Kováèik Pavel;36;6 382;LB (KSÈM)
37;Jihomoravskı;11;Doèekal Vojtìch;48;2 081;LB (KSÈM)
37;Jihomoravskı;12;Palíšek Josef;44;3 148;LB (KSÈM)
37;Jihomoravskı;13;Strušková Marta;48;7 030;LB (KSÈM)
37;Jihomoravskı;14;Krpal František;41;2 100;LB (KSÈM)
37;Jihomoravskı;15;Sova Miroslav;44;2 859;LB (KSÈM)
37;Jihomoravskı;16;Kalousek Zdenìk;38;3 385;LB (KSÈM)
37;Jihomoravskı;17;Prokop Josef;56;3 218;LB (KSÈM)
37;Jihomoravskı;18;Macek Dušan;42;9 612;LB (KSÈM)
37;Jihomoravskı;19;Hurta Josef;56;11 359;LB (KSÈM)
37;Jihomoravskı;20;Kaláè Jaromír;43;3 201;LB (KSÈM)
37;Jihomoravskı;21;Boháèková Ludmila;47;2 101;LB (KSÈM)
37;Jihomoravskı;22;Jurèa Ivan RS;43;5 268;LB (KSÈM)
37;Jihomoravskı;23;Levák Leopold;43;1 648;LB (KSÈM)
37;Jihomoravskı;24;Ujèík Josef;40;3 392;LB (KSÈM)
37;Jihomoravskı;25;Ondráèek Ludvík;38;1 532;LB (KSÈM)
37;Jihomoravskı;26;Hanák Pavel;37;1 207;LB (KSÈM)
37;Jihomoravskı;27;Zambal Alois RS;46;216;LB (KSÈM)
37;Jihomoravskı;28;Jordán Robert;50;493;LB (KSÈM)
37;Jihomoravskı;29;Peòáz Dalibor;46;261;LB (KSÈM)
37;Jihomoravskı;30;Mlejnek Lubomír RS;50;205;LB (KSÈM)
37;Jihomoravskı;31;Sprinz Antonín;43;692;LB (KSÈM)
37;Jihomoravskı;32;Horák Miroslav RS;42;348;LB (KSÈM)
37;Jihomoravskı;33;Blata Rostislav;39;536;LB (KSÈM)
37;Jihomoravskı;34;Šaur Vladimír;54;212;LB (KSÈM)
37;Jihomoravskı;35;Lízner Ladislav;38;440;LB (KSÈM)
37;Jihomoravskı;36;Sláma Jan;47;419;LB (KSÈM)
37;Jihomoravskı;37;Okruhlica Emil;54;252;LB (KSÈM)
37;Jihomoravskı;38;Musil Bedøich;48;562;LB (KSÈM)
37;Jihomoravskı;39;Bıèek Ladislav;47;254;LB (KSÈM)
37;Jihomoravskı;40;Novotnı Pavel RS;48;108;LB (KSÈM)
37;Jihomoravskı;41;Èuøík Jaroslav;30;67;LB (KSÈM)
37;Jihomoravskı;42;Gajdošík Vincenc;45;342;LB (KSÈM)
37;Jihomoravskı;43;Vlèek Stanislav;41;304;LB (KSÈM)
37;Jihomoravskı;44;Matyáš Zdenìk;44;64;LB (KSÈM)
37;Jihomoravskı;45;Sotoláø Slavoj;46;206;LB (KSÈM)
37;Jihomoravskı;46;Kratochvíl Bohumil;58;167;LB (KSÈM)
37;Jihomoravskı;47;Švec Jiøí;45;255;LB (KSÈM)
37;Jihomoravskı;48;Krátkı Josef;52;74;LB (KSÈM)
37;Jihomoravskı;49;Hoger Petr;27;162;LB (KSÈM)
37;Jihomoravskı;50;Pøikryl Karel;55;158;LB (KSÈM)
37;Jihomoravskı;51;Borek Miloš;58;597;LB (KSÈM)
37;Jihomoravskı;52;Vavruša Lubomír;47;124;LB (KSÈM)
37;Jihomoravskı;53;Bìhal Martin;50;821;LB (KSÈM)
37;Jihomoravskı;54;Videckı Jaroslav;45;119;LB (KSÈM)
37;Jihomoravskı;55;Horák Josef;70;214;LB (KSÈM)
37;Jihomoravskı;56;Cabejšek Jan;54;52;LB (KSÈM)
37;Jihomoravskı;57;Pinkas Václav;61;59;LB (KSÈM)
37;Jihomoravskı;58;Kleibl Jiøí;53;36;LB (KSÈM)
37;Jihomoravskı;59;Slavíèek Vlastimil;58;86;LB (KSÈM)
37;Jihomoravskı;60;Chlupáè Miloslav;62;58;LB (KSÈM)
38;Severomoravskı;1;Machalík Jiøí;46;39 503;LB (KSÈM)
38;Severomoravskı;2;Soural Jaroslav;39;29 051;LB (KSÈM)
38;Severomoravskı;3;Recman Svatomír;39;13 376;LB (KSÈM)
38;Severomoravskı;4;Palas Jaroslav;39;6 234;LB (KSÈM)
38;Severomoravskı;5;Kluèka Václav;38;6 785;LB (KSÈM)
38;Severomoravskı;6;Kuchaø Vlastislav;32;11 635;LB (KSÈM)
38;Severomoravskı;7;Škodová Vilemína;49;6 609;LB (KSÈM)
38;Severomoravskı;8;Hanzelková Helena;35;8 138;LB (KSÈM)
38;Severomoravskı;9;Nejezchleba Josef;44;4 216;LB (KSÈM)
38;Severomoravskı;10;Šarišská Rùena;48;17 264;LB (KSÈM)
38;Severomoravskı;11;Kesl Lubomír;61;3 935;LB (KSÈM)
38;Severomoravskı;12;Rumpíková Eva;46;6 097;LB (KSÈM)
38;Severomoravskı;13;Axmann František;45;7 078;LB (KSÈM)
38;Severomoravskı;14;Suchı František;43;3 453;LB (KSÈM)
38;Severomoravskı;15;Kuèera Jaroslav;44;2 632;LB (KSÈM)
38;Severomoravskı;16;Laga Petr;46;2 752;LB (KSÈM)
38;Severomoravskı;17;Louèka Jaroslav;53;3 069;LB (KSÈM)
38;Severomoravskı;18;Hofrová Jarmila;33;4 909;LB (KSÈM)
38;Severomoravskı;19;Petráš Antonín;51;9 320;LB (KSÈM)
38;Severomoravskı;20;Havlíèek Ivo;43;2 176;LB (KSÈM)
38;Severomoravskı;21;Vágner Jaroslav;42;3 668;LB (KSÈM)
38;Severomoravskı;22;Horák Jaromír;51;8 653;LB (KSÈM)
38;Severomoravskı;23;Krušina Jaroslav;36;2 801;LB (KSÈM)
38;Severomoravskı;24;Svoboda Karel;46;5 701;LB (KSÈM)
38;Severomoravskı;25;Nytrová Jiøina;43;8 470;LB (KSÈM)
38;Severomoravskı;26;Cardová Jaroslava;38;765;LB (KSÈM)
38;Severomoravskı;27;Machálek Lubomír;45;233;LB (KSÈM)
38;Severomoravskı;28;Køibskı Karel;43;1 276;LB (KSÈM)
38;Severomoravskı;29;Kováè Ludovít;54;279;LB (KSÈM)
38;Severomoravskı;30;Lièková Anna;45;515;LB (KSÈM)
38;Severomoravskı;31;Mizera Hynek;58;383;LB (KSÈM)
38;Severomoravskı;32;Šalena Miloslav;49;236;LB (KSÈM)
38;Severomoravskı;33;Kopecká Marta;42;376;LB (KSÈM)
38;Severomoravskı;34;Handlová Radomíra;34;387;LB (KSÈM)
38;Severomoravskı;35;Chmelíková Lenka;46;361;LB (KSÈM)
38;Severomoravskı;36;Gajdáèek Petr;42;285;LB (KSÈM)
38;Severomoravskı;37;Marek Miroslav;38;300;LB (KSÈM)
38;Severomoravskı;38;Blahuta Josef;37;427;LB (KSÈM)
38;Severomoravskı;39;Veselı Miroslav;46;496;LB (KSÈM)
38;Severomoravskı;40;Mocek Antonín;48;342;LB (KSÈM)
38;Severomoravskı;41;Jalùvka Josef;38;353;LB (KSÈM)
38;Severomoravskı;42;Špillerová Kristina;37;250;LB (KSÈM)
38;Severomoravskı;43;Vrlík Petr;31;234;LB (KSÈM)
38;Severomoravskı;44;Rohel Jiøí;47;476;LB (KSÈM)
38;Severomoravskı;45;Dombi Even;25;58;LB (KSÈM)
38;Severomoravskı;46;Kopák Jaroslav;41;223;LB (KSÈM)
38;Severomoravskı;47;Kotas Jaroslav;46;372;LB (KSÈM)
38;Severomoravskı;48;Horák Jan;45;239;LB (KSÈM)
38;Severomoravskı;49;Macák Josef;57;249;LB (KSÈM)
38;Severomoravskı;50;Klásek Ivan;47;198;LB (KSÈM)
38;Severomoravskı;51;Bláha Jan;45;174;LB (KSÈM)
38;Severomoravskı;52;Pøikryl Radomil;56;169;LB (KSÈM)
38;Severomoravskı;53;Hoš Vladimír;42;82;LB (KSÈM)
38;Severomoravskı;54;Vlach Jaroslav;63;115;LB (KSÈM)
31;Hl.m.Praha;1;Dráb Martin;26;540;SPP
31;Hl.m.Praha;2;Kotrè Jan;35;434;SPP
31;Hl.m.Praha;3;Nickmann Petr;49;435;SPP
31;Hl.m.Praha;4;Pisecká Monika;25;545;SPP
32;Støedoèeskı;1;Dvoøáková Zdeòka;36;1 205;SPP
32;Støedoèeskı;2;Šimek Stanislav;34;1 383;SPP
32;Støedoèeskı;3;Cintula Vladimír;25;1 280;SPP
32;Støedoèeskı;4;Humlová Nadìda;39;1 083;SPP
33;Jihoèeskı;1;Štika Vladimír;32;493;SPP
33;Jihoèeskı;2;Stanìk Milan;27;516;SPP
34;Západoèeskı;1;Penc Bohuslav;38;1 101;SPP
34;Západoèeskı;2;Ledvina Jan;40;880;SPP
34;Západoèeskı;3;Macoun Václav;29;1 305;SPP
34;Západoèeskı;4;Plesnivı František;54;824;SPP
35;Severoèeskı;1;Dvoøák Ivo;41;899;SPP
35;Severoèeskı;2;Puci Juraj;63;704;SPP
35;Severoèeskı;3;Trojan Antonín;49;1 397;SPP
35;Severoèeskı;4;Hájek Václav;32;1 302;SPP
35;Severoèeskı;5;Valenta František;32;862;SPP
35;Severoèeskı;6;Luft Petr;27;790;SPP
35;Severoèeskı;7;Štefáèek Zbynìk;28;578;SPP
35;Severoèeskı;8;Cirkl Even;27;631;SPP
35;Severoèeskı;9;Šubrt Milan;27;715;SPP
35;Severoèeskı;10;Ciganik Ludvík;45;689;SPP
35;Severoèeskı;11;Šustek Jiøí;35;970;SPP
36;Vıchodoèeskı;1;Kalecky Karel;53;1 089;SPP
36;Vıchodoèeskı;2;Sucharda Jiøí;35;1 590;SPP
36;Vıchodoèeskı;3;Franc Josef;22;1 216;SPP
36;Vıchodoèeskı;4;Èaban Ladislav;29;1 344;SPP
36;Vıchodoèeskı;5;Novák Vladimír;47;1 240;SPP
37;Jihomoravskı;1;Odehnal Petr;26;1 334;SPP
37;Jihomoravskı;2;Zavøel Zbynìk;28;1 005;SPP
37;Jihomoravskı;3;Gritzbach Jan;29;883;SPP
37;Jihomoravskı;4;Musil Radovan;26;887;SPP
37;Jihomoravskı;5;Greguš Jakub;25;742;SPP
37;Jihomoravskı;6;Mihula Ondøej;24;1 010;SPP
38;Severomoravskı;1;Perzyna Josef;30;2 200;SPP
38;Severomoravskı;2;Šourek Petr;43;2 401;SPP
38;Severomoravskı;3;Kuthan Jan;45;2 120;SPP
38;Severomoravskı;4;Dvoøáèek Jaroslav;36;1 581;SPP
38;Severomoravskı;5;Svoboda Jan;35;2 420;SPP
31;Hl.m.Praha;1;Mitlöhner Miroslav;56;831;NEI
31;Hl.m.Praha;2;Sineckı Petr;39;864;NEI
31;Hl.m.Praha;3;Hanušová Marie;37;520;NEI
31;Hl.m.Praha;5;Spívala Vladimír;32;464;NEI
31;Hl.m.Praha;6;Hoøická Anna;64;99;NEI
31;Hl.m.Praha;7;Smrèka Ivan;32;248;NEI
31;Hl.m.Praha;8;Havelec Ivan;42;110;NEI
31;Hl.m.Praha;9;Kostková Eva;51;222;NEI
31;Hl.m.Praha;10;upanic Ladislav;24;234;NEI
31;Hl.m.Praha;11;Peška Stanislav;36;269;NEI
31;Hl.m.Praha;12;Schiffmann Zdenìk;49;73;NEI
31;Hl.m.Praha;13;Krupièková Vladimíra;41;519;NEI
31;Hl.m.Praha;14;Štùsek Josef;41;89;NEI
31;Hl.m.Praha;15;Janeèek Jindøich;36;336;NEI
32;Støedoèeskı;1;Koníèek Richard;40;728;NEI
32;Støedoèeskı;2;Vild František;37;797;NEI
32;Støedoèeskı;3;Vìtrovskı Ladislav;51;379;NEI
32;Støedoèeskı;5;Rulfová Jana;23;1 167;NEI
32;Støedoèeskı;6;Holubec Otto;46;280;NEI
32;Støedoèeskı;7;Dvoøák Václav;21;569;NEI
32;Støedoèeskı;8;Horváthová Jitka;23;974;NEI
32;Støedoèeskı;9;Rulf Pavel;28;390;NEI
32;Støedoèeskı;10;Hnízdil Josef;63;190;NEI
32;Støedoèeskı;11;Šedová Marcela;47;340;NEI
32;Støedoèeskı;12;Selcová Dana;29;749;NEI
32;Støedoèeskı;13;Kuèerová Zdenka;60;118;NEI
32;Støedoèeskı;15;Zárybnickı Miroslav;41;303;NEI
33;Jihoèeskı;1;Hlaváèek Petr;46;301;NEI
33;Jihoèeskı;2;Novotnı Josef;48;448;NEI
33;Jihoèeskı;3;Müller Jiøí;66;119;NEI
33;Jihoèeskı;4;Stará Marie;51;330;NEI
33;Jihoèeskı;5;Kuèera Pavel;50;158;NEI
33;Jihoèeskı;6;Vlach Jaroslav;50;311;NEI
33;Jihoèeskı;7;Skrèenı Milan;35;524;NEI
33;Jihoèeskı;8;Vápeník Petr;25;621;NEI
33;Jihoèeskı;9;Koláø Jaroslav;41;344;NEI
33;Jihoèeskı;10;Grodecká Hana;29;694;NEI
34;Západoèeskı;1;Dušek Eduard;42;678;NEI
34;Západoèeskı;2;Morávková Kvìtoslava;39;911;NEI
34;Západoèeskı;3;Zemanová Kvìtuška;79;224;NEI
34;Západoèeskı;4;Hrubeš Karel;39;611;NEI
34;Západoèeskı;5;Pokornı Vilém;78;163;NEI
34;Západoèeskı;6;Èesáková Ivana;32;1 047;NEI
34;Západoèeskı;7;Kudrna Roman;26;932;NEI
35;Severoèeskı;1;Plašil Vladimír;35;1 911;NEI
35;Severoèeskı;2;Polanskı Jiøí;45;1 005;NEI
35;Severoèeskı;3;Kobrle Miroslav;53;987;NEI
35;Severoèeskı;4;Chmelaø Milouš;69;371;NEI
35;Severoèeskı;5;Koan Pavel;42;287;NEI
35;Severoèeskı;6;Mitlöhnerová Jana;28;2 033;NEI
35;Severoèeskı;7;Ševcovová Marcela;30;880;NEI
35;Severoèeskı;8;Suchánek Jaroslav;56;850;NEI
35;Severoèeskı;9;Sekalová Jaroslava;23;1 181;NEI
35;Severoèeskı;10;Halama Josef;64;96;NEI
35;Severoèeskı;11;Jelínek Miroslav;63;98;NEI
35;Severoèeskı;12;Sláma Václav;27;969;NEI
36;Vıchodoèeskı;1;Pelák Pavel;40;1 368;NEI
36;Vıchodoèeskı;2;Šebek Josef;52;1 308;NEI
36;Vıchodoèeskı;3;Smolaøová Ludmila;40;777;NEI
36;Vıchodoèeskı;4;Korbeláøová Oldøiška;30;1 460;NEI
36;Vıchodoèeskı;5;Luanskı Štìpán;42;515;NEI
36;Vıchodoèeskı;6;Dro Bedøich;69;220;NEI
36;Vıchodoèeskı;7;Hrnèalík Ladislav;22;802;NEI
36;Vıchodoèeskı;8;Šindeláø Václav;70;97;NEI
36;Vıchodoèeskı;9;Smutnı Miloš;53;312;NEI
36;Vıchodoèeskı;10;Liska Karel;29;650;NEI
37;Jihomoravskı;1;Mach Václav;38;549;NEI
37;Jihomoravskı;2;Sitaø Libor;30;1 141;NEI
37;Jihomoravskı;3;Èerná Barbora;25;1 209;NEI
37;Jihomoravskı;4;Kuèera Jaromír;71;96;NEI
37;Jihomoravskı;5;Remiáš Miroslav;36;909;NEI
37;Jihomoravskı;6;Labaj Miloš;30;321;NEI
37;Jihomoravskı;7;Bunïálek Pavel;33;345;NEI
37;Jihomoravskı;9;Brázda Èestmír;54;52;NEI
37;Jihomoravskı;10;Zelinka Svatopluk;23;323;NEI
37;Jihomoravskı;11;Janišová Vìra;40;616;NEI
37;Jihomoravskı;12;Knaisl Jan;45;116;NEI
37;Jihomoravskı;13;Buchtela Jaroslav;50;46;NEI
