X.U.FEFF.again,party1,party2,order1,order2,change,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1,minorMajor,minorMinor,majorMajor,majorMinor
Ľudovít Beťko,SaS,SaS,45,43,-2,0,1,0,NA,1,0,2010,0,0,1,0
Alexander Barna,SaS,SaS,49,27,-22,0,1,0,NA,1,0,2010,0,0,1,0
Milan Kozický,SaS,SaS,50,50,0,0,1,0,NA,1,0,2010,0,0,1,0
Richard Fekete,SaS,SaS,52,35,-17,0,1,0,NA,1,0,2010,0,0,1,0
Róbert Kudláč,SaS,SaS,55,55,0,0,1,0,NA,1,0,2010,0,0,1,0
Bibiána Pfeiffer,SaS,SaS,57,121,64,0,1,0,NA,0,0,2010,0,0,1,0
Michal Uherčík,SaS,SaS,60,28,-32,0,1,0,NA,1,0,2010,0,0,1,0
Miroslav Dráb,SaS,SaS,62,53,-9,0,1,0,NA,1,0,2010,0,0,1,0
Filip Križan,SaS,SaS,64,63,-1,0,1,0,NA,1,0,2010,0,0,1,0
Monika Dimitriadu,SaS,SaS,65,65,0,0,1,0,NA,1,0,2010,0,0,1,0
Marián Viskupič,SaS,SaS,69,47,-22,0,1,0,NA,1,0,2010,0,0,1,0
Jakub Ilavský,SaS,SaS,70,45,-25,0,1,0,NA,1,0,2010,0,0,1,0
Michal Bróska,SaS,SaS,71,30,-41,0,1,0,NA,1,0,2010,0,0,1,0
Ján Kvasnička,SaS,SaS,74,74,0,0,1,0,NA,1,0,2010,0,0,1,0
Pavol Líška,SaS,SaS,75,75,0,0,1,0,NA,1,0,2010,0,0,1,0
Radoslav Pavelka,SaS,SaS,77,52,-25,0,1,0,NA,1,0,2010,0,0,1,0
Tomáš Gajdoš,SaS,SaS,79,68,-11,0,1,0,NA,1,0,2010,0,0,1,0
Vladislav Hečko,SaS,SaS,96,87,-9,0,1,0,NA,1,0,2010,0,0,1,0
Ľubomír Macek,SaS,SaS,99,104,5,0,1,0,NA,0,0,2010,0,0,1,0
Viktor Farár,SaS,SaS,100,82,-18,0,1,0,NA,1,0,2010,0,0,1,0
Peter Balogh,SaS,SaS,102,89,-13,0,1,0,NA,1,0,2010,0,0,1,0
Milan Galanda,SaS,SaS,104,17,-87,0,1,0,NA,1,0,2010,0,0,1,0
Marek Šándor,SaS,SaS,107,95,-12,0,1,0,NA,1,0,2010,0,0,1,0
Peter Skotnický,SaS,SaS,108,70,-38,0,1,0,NA,1,0,2010,0,0,1,0
Antónia Mikulíková,SaS,SaS,110,109,-1,0,1,0,NA,1,0,2010,0,0,1,0
Peter Martinček,SaS,SaS,114,80,-34,0,1,0,NA,1,0,2010,0,0,1,0
Pavol Bielik,SaS,SaS,129,79,-50,0,1,0,NA,1,0,2010,0,0,1,0
Vladimír Halaj,SaS,SaS,133,81,-52,0,1,0,NA,1,0,2010,0,0,1,0
Jarmila Tesková,SaS,SaS,137,116,-21,0,1,0,NA,1,0,2010,0,0,1,0
Tomáš Worobel,SaS,SaS,142,122,-20,0,1,0,NA,1,0,2010,0,0,1,0
Jozef Viskupič,SaS,OĽaNO,147,147,0,0,0,0,NA,1,0,2010,0,0,1,0
Martin Fecko,SaS,OĽaNO,148,148,0,0,0,0,NA,1,0,2010,0,0,1,0
Erika Jurinová,SaS,OĽaNO,149,149,0,0,0,0,NA,1,0,2010,0,0,1,0
Jozef Mihál,SaS,SaS,2,5,3,0,1,0,NA,0,0,2010,0,0,1,0
Juraj Miškov,SaS,SaS,3,3,0,0,1,0,NA,1,0,2010,0,0,1,0
Martin Chren,SaS,SaS,6,12,6,0,1,0,NA,0,0,2010,0,0,1,0
Juraj Droba,SaS,SaS,13,22,9,0,1,0,NA,0,0,2010,0,0,1,0
Szilárd Somogyi,SaS,SaS,17,16,-1,0,1,0,NA,1,0,2010,0,0,1,0
Kamil Krnáč,SaS,SaS,19,10,-9,0,1,0,NA,1,0,2010,0,0,1,0
František Ksenzsigh,SaS,SaS,27,39,12,0,1,0,NA,0,0,2010,0,0,1,0
Kristína Hájková,SaS,SaS,28,33,5,0,1,0,NA,0,0,2010,0,0,1,0
Miloš Domorák,SaS,SaS,36,36,0,0,1,0,NA,1,0,2010,0,0,1,0
Milan Benka,SaS,SaS,47,46,-1,0,1,0,NA,1,0,2010,0,0,1,0
Ladislav Božik,SaS,SaS,51,67,16,0,1,0,NA,0,0,2010,0,0,1,0
Peter Pihorňa,SaS,SaS,59,48,-11,0,1,0,NA,1,0,2010,0,0,1,0
Pavol Szabó,SaS,SaS,63,54,-9,0,1,0,NA,1,0,2010,0,0,1,0
Igor Bendík,SaS,SaS,66,66,0,0,1,0,NA,1,0,2010,0,0,1,0
Karol Struška,SaS,SaS,106,106,0,0,1,0,NA,1,0,2010,0,0,1,0
Miriam Ďuricová,SaS,SaS,111,62,-49,0,1,0,NA,1,0,2010,0,0,1,0
Anna Paľovová,SaS,SaS,123,78,-45,0,1,0,NA,1,0,2010,0,0,1,0
Radoslav Mareček,SaS,SaS,131,105,-26,0,1,0,NA,1,0,2010,0,0,1,0
Igor Matovič,SaS,OĽaNO,150,150,0,0,0,0,NA,1,0,2010,0,0,1,0
Milan Hort,SDKÚ-DS,SDKÚ-DS,4,5,1,0,1,0,NA,0,0,2010,0,0,1,0
Eugen Jurzyca,SDKÚ-DS,SDKÚ-DS,5,8,3,0,1,0,NA,0,0,2010,0,0,1,0
Martin Fedor,SDKÚ-DS,SDKÚ-DS,7,7,0,0,1,0,NA,1,0,2010,0,0,1,0
Stanislav Janiš,SDKÚ-DS,SDKÚ-DS,8,56,48,0,1,0,NA,0,0,2010,0,0,1,0
Ivan Chaban,SDKÚ-DS,SDKÚ-DS,9,17,8,0,1,0,NA,0,0,2010,0,0,1,0
Ondrej Matej,SDKÚ-DS,SDKÚ-DS,11,13,2,0,1,0,NA,0,0,2010,0,0,1,0
Ivan Štefanec,SDKÚ-DS,SDKÚ-DS,12,6,-6,0,1,0,NA,1,0,2010,0,0,1,0
Jana Dubovcová,SDKÚ-DS,SDKÚ-DS,18,24,6,0,1,0,NA,0,0,2010,0,0,1,0
Pavol Kubovič,SDKÚ-DS,SDKÚ-DS,20,29,9,0,1,0,NA,0,0,2010,0,0,1,0
Peter Markovič,SDKÚ-DS,SDKÚ-DS,21,55,34,0,1,0,NA,0,0,2010,0,0,1,0
Kamil Homoľa,SDKÚ-DS,SDKÚ-DS,22,14,-8,0,1,0,NA,1,0,2010,0,0,1,0
Magdaléna Vášáryová,SDKÚ-DS,SDKÚ-DS,23,11,-12,0,1,0,NA,1,0,2010,0,0,1,0
Miroslav Beblavý,SDKÚ-DS,SDKÚ-DS,24,20,-4,0,1,0,NA,1,0,2010,0,0,1,0
Tatiana Rosová,SDKÚ-DS,SDKÚ-DS,26,33,7,0,1,0,NA,0,0,2010,0,0,1,0
Katarína Cibulková,SDKÚ-DS,SDKÚ-DS,27,31,4,0,1,0,NA,0,0,2010,0,0,1,0
Tibor Tóth,SDKÚ-DS,SDKÚ-DS,28,19,-9,0,1,0,NA,1,0,2010,0,0,1,0
Marek Vargovčák,SDKÚ-DS,SDKÚ-DS,29,15,-14,0,1,0,NA,1,0,2010,0,0,1,0
Ľudovít Kaník,SDKÚ-DS,SDKÚ-DS,30,18,-12,0,1,0,NA,1,0,2010,0,0,1,0
Milan Gaľa,SDKÚ-DS,SDKÚ-DS,32,46,14,0,1,0,NA,0,0,2010,0,0,1,0
Jarmila Tkáčová,SDKÚ-DS,SDKÚ-DS,33,28,-5,0,1,0,NA,1,0,2010,0,0,1,0
Alexander Slafkovský,SDKÚ-DS,SDKÚ-DS,34,112,78,0,1,0,NA,0,0,2010,0,0,1,0
Ivan Harman,SDKÚ-DS,SDKÚ-DS,35,54,19,0,1,0,NA,0,0,2010,0,0,1,0
Zita Pleštinská,SDKÚ-DS,SDKÚ-DS,37,43,6,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Mertan,SDKÚ-DS,SDKÚ-DS,38,32,-6,0,1,0,NA,1,0,2010,0,0,1,0
Milan Roman,SDKÚ-DS,SDKÚ-DS,39,23,-16,0,1,0,NA,1,0,2010,0,0,1,0
Milan Dérer,SDKÚ-DS,SDKÚ-DS,45,74,29,0,1,0,NA,0,0,2010,0,0,1,0
Ján Mrva,SDKÚ-DS,SDKÚ-DS,48,41,-7,0,1,0,NA,1,0,2010,0,0,1,0
Marian Libiak,SDKÚ-DS,SDKÚ-DS,54,93,39,0,1,0,NA,0,0,2010,0,0,1,0
Miroslava Valková,SDKÚ-DS,SDKÚ-DS,55,39,-16,0,1,0,NA,1,0,2010,0,0,1,0
Katarína Miškovičová,SDKÚ-DS,SDKÚ-DS,56,73,17,0,1,0,NA,0,0,2010,0,0,1,0
Slavka Súlovská,SDKÚ-DS,SDKÚ-DS,58,38,-20,0,1,0,NA,1,0,2010,0,0,1,0
Ján Rusnák,SDKÚ-DS,SDKÚ-DS,59,59,0,0,1,0,NA,1,0,2010,0,0,1,0
Richard Strákoš,SDKÚ-DS,SDKÚ-DS,61,63,2,0,1,0,NA,0,0,2010,0,0,1,0
Karol Graňák,SDKÚ-DS,SDKÚ-DS,63,62,-1,0,1,0,NA,1,0,2010,0,0,1,0
Marcel Matanin Konečný,SDKÚ-DS,SDKÚ-DS,64,80,16,0,1,0,NA,0,0,2010,0,0,1,0
Pavol Ľorko,SDKÚ-DS,SDKÚ-DS,65,92,27,0,1,0,NA,0,0,2010,0,0,1,0
Iveta Kijevská,SDKÚ-DS,SDKÚ-DS,70,51,-19,0,1,0,NA,1,0,2010,0,0,1,0
Jozef Muránsky,SDKÚ-DS,SDKÚ-DS,71,120,49,0,1,0,NA,0,0,2010,0,0,1,0
Cyril Václav,SDKÚ-DS,SDKÚ-DS,72,70,-2,0,1,0,NA,1,0,2010,0,0,1,0
Anton Kupšo,SDKÚ-DS,SDKÚ-DS,78,146,68,0,1,0,NA,0,0,2010,0,0,1,0
Štefan Huťťa,SDKÚ-DS,SDKÚ-DS,83,75,-8,0,1,0,NA,1,0,2010,0,0,1,0
Peter Hruška,SDKÚ-DS,SDKÚ-DS,87,72,-15,0,1,0,NA,1,0,2010,0,0,1,0
Ivana Hromádková,SDKÚ-DS,SDKÚ-DS,91,47,-44,0,1,0,NA,1,0,2010,0,0,1,0
Milan Pilip,SDKÚ-DS,SDKÚ-DS,95,135,40,0,1,0,NA,0,0,2010,0,0,1,0
Ján Sekáč,SDKÚ-DS,SDKÚ-DS,97,99,2,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Repaský,SDKÚ-DS,SDKÚ-DS,99,48,-51,0,1,0,NA,1,0,2010,0,0,1,0
Peter Elek,SDKÚ-DS,SDKÚ-DS,104,77,-27,0,1,0,NA,1,0,2010,0,0,1,0
Peter Cíbik,SDKÚ-DS,SDKÚ-DS,121,148,27,0,1,0,NA,0,0,2010,0,0,1,0
Bohuš Jakuboc,SDKÚ-DS,SDKÚ-DS,126,137,11,0,1,0,NA,0,0,2010,0,0,1,0
Peter Guttman,SDKÚ-DS,SDKÚ-DS,130,78,-52,0,1,0,NA,1,0,2010,0,0,1,0
Ivan Mikloš,SDKÚ-DS,SDKÚ-DS,2,2,0,0,1,0,NA,1,0,2010,0,0,1,0
Lucia Žitňanská,SDKÚ-DS,SDKÚ-DS,3,3,0,0,1,0,NA,1,0,2010,0,0,1,0
Viliam Novotný,SDKÚ-DS,SDKÚ-DS,6,12,6,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Mikuš,SDKÚ-DS,SDKÚ-DS,10,4,-6,0,1,0,NA,1,0,2010,0,0,1,0
Jaroslav Ivančo,SDKÚ-DS,SDKÚ-DS,14,10,-4,0,1,0,NA,1,0,2010,0,0,1,0
Ján Golian,SDKÚ-DS,SDKÚ-DS,15,21,6,0,1,0,NA,0,0,2010,0,0,1,0
Štefan Kužma,SDKÚ-DS,SDKÚ-DS,16,22,6,0,1,0,NA,0,0,2010,0,0,1,0
Martin Pado,SDKÚ-DS,SDKÚ-DS,17,57,40,0,1,0,NA,0,0,2010,0,0,1,0
Tomáš Galbavý,SDKÚ-DS,SDKÚ-DS,19,53,34,0,1,0,NA,0,0,2010,0,0,1,0
Milan Ježovica,SDKÚ-DS,SDKÚ-DS,25,16,-9,0,1,0,NA,1,0,2010,0,0,1,0
Richard Oravec,SDKÚ-DS,SDKÚ-DS,31,25,-6,0,1,0,NA,1,0,2010,0,0,1,0
Peter Prokopovič,SDKÚ-DS,SDKÚ-DS,36,100,64,0,1,0,NA,0,0,2010,0,0,1,0
Marián Hojstrič,SDKÚ-DS,SDKÚ-DS,43,42,-1,0,1,0,NA,1,0,2010,0,0,1,0
Milan Baran,SDKÚ-DS,SDKÚ-DS,44,37,-7,0,1,0,NA,1,0,2010,0,0,1,0
Tibor Maťaš,SDKÚ-DS,SDKÚ-DS,50,36,-14,0,1,0,NA,1,0,2010,0,0,1,0
Jaroslav Regec,SDKÚ-DS,SDKÚ-DS,51,60,9,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Mečiar,SDKÚ-DS,SDKÚ-DS,52,49,-3,0,1,0,NA,1,0,2010,0,0,1,0
Richard Schwarz,SDKÚ-DS,SDKÚ-DS,53,35,-18,0,1,0,NA,1,0,2010,0,0,1,0
Richard Duda,SDKÚ-DS,SDKÚ-DS,118,69,-49,0,1,0,NA,1,0,2010,0,0,1,0
Katarína Čižmárová,SDKÚ-DS,SDKÚ-DS,128,50,-78,0,1,0,NA,1,0,2010,0,0,1,0
Martin Barčík,SDKÚ-DS,SDKÚ-DS,136,131,-5,0,1,0,NA,1,0,2010,0,0,1,0
Anton Bajzík,SDKÚ-DS,SDKÚ-DS,142,133,-9,0,1,0,NA,1,0,2010,0,0,1,0
Ján Kyselovič,SDĽ,SDĽ,2,17,15,1,1,0,NA,0,0,2010,0,1,0,0
Cyril Betuš,SDĽ,SDĽ,17,4,-13,1,1,0,NA,1,0,2010,0,1,0,0
Pavel Petrík,SDĽ,SZ,20,1,-19,1,0,0,NA,1,0,2010,0,1,0,0
Peter Konček,SDĽ,99%,22,19,-3,1,0,0,NA,1,0,2010,0,1,0,0
Peter Barna,SDĽ,SDĽ,33,41,8,1,1,0,NA,0,0,2010,0,1,0,0
Marek Földesi,SDĽ,SZ,50,15,-35,1,0,0,NA,1,0,2010,0,1,0,0
Branislav Dušek,SDĽ,NÁŠ KRAJ,56,123,67,1,0,0,NA,0,0,2010,0,1,0,0
Ľuboslava Harabinová,SDĽ,SF,73,23,-50,1,0,0,NA,1,0,2010,0,1,0,0
Dušan Hodas,SDĽ,99%,77,89,12,1,0,0,NA,0,0,2010,0,1,0,0
Blažej Béda,SDĽ,SDĽ,82,105,23,1,1,0,NA,0,0,2010,0,1,0,0
Nikolaj Popaďák,SDĽ,SDĽ,83,49,-34,1,1,0,NA,1,0,2010,0,1,0,0
Viliam Komora,SDĽ,99%,101,82,-19,1,0,0,NA,1,0,2010,0,1,0,0
Marek Bilohuščin,SDĽ,SDĽ,103,27,-76,1,1,0,NA,1,0,2010,0,1,0,0
Jozef Ďurina,SDĽ,SDĽ,108,36,-72,1,1,0,NA,1,0,2010,0,1,0,0
Jana Leščišinová,SDĽ,SDĽ,122,63,-59,1,1,0,NA,1,0,2010,0,1,0,0
Štefan Štark,SDĽ,SŽS,133,12,-121,1,0,0,NA,1,0,2010,0,1,0,0
Marek Blaha,SDĽ,SDĽ,1,5,4,1,1,0,NA,0,0,2010,0,1,0,0
Peter Pilinský,SDĽ,SZ,3,100,97,1,0,0,NA,0,0,2010,0,1,0,0
Michal Gondek,SDĽ,SDĽ,26,9,-17,1,1,0,NA,1,0,2010,0,1,0,0
Andrej Vilim,SDĽ,NÁŠ KRAJ,32,12,-20,1,0,0,NA,1,0,2010,0,1,0,0
Imrich Habušta,SDĽ,SDĽ,44,66,22,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Taiš,SDĽ,SŽS,54,28,-26,1,0,0,NA,1,0,2010,0,1,0,0
Vladimír Urban,SDĽ,SDĽ,72,58,-14,1,1,0,NA,1,0,2010,0,1,0,0
Ján Kabina,SDĽ,SZ,110,97,-13,1,0,0,NA,1,0,2010,0,1,0,0
Ján Karas,SDĽ,99%,117,88,-29,1,0,0,NA,1,0,2010,0,1,0,0
Robert Fico,SMER,SMER-SD,1,1,0,0,1,1,NA,1,0,2010,0,0,1,0
Pavol Paška,SMER,SMER-SD,2,2,0,0,1,1,NA,1,0,2010,0,0,1,0
Dušan Čaplovič,SMER,SMER-SD,5,5,0,0,1,1,NA,1,0,2010,0,0,1,0
Igor Federič,SMER,SMER-SD,6,28,22,0,1,1,NA,0,0,2010,0,0,1,0
Ján Počiatek,SMER,SMER-SD,7,7,0,0,1,1,NA,1,0,2010,0,0,1,0
Ľubomír Jahnátek,SMER,SMER-SD,8,20,12,0,1,1,NA,0,0,2010,0,0,1,0
Viera Tomanová,SMER,SMER-SD,10,21,11,0,1,1,NA,0,0,2010,0,0,1,0
Ľubomír Vážny,SMER,SMER-SD,12,19,7,0,1,1,NA,0,0,2010,0,0,1,0
Miroslav Číž,SMER,SMER-SD,13,22,9,0,1,1,NA,0,0,2010,0,0,1,0
Ján Richter,SMER,SMER-SD,14,9,-5,0,1,1,NA,1,0,2010,0,0,1,0
Vladimír Faič,SMER,SMER-SD,15,18,3,0,1,1,NA,0,0,2010,0,0,1,0
Peter Žiga,SMER,SMER-SD,16,10,-6,0,1,1,NA,1,0,2010,0,0,1,0
Stanislav Kubánek,SMER,SMER-SD,19,13,-6,0,1,1,NA,1,0,2010,0,0,1,0
Tibor Glenda,SMER,SMER-SD,21,16,-5,0,1,1,NA,1,0,2010,0,0,1,0
Magda Košútová,SMER,SMER-SD,22,29,7,0,1,1,NA,0,0,2010,0,0,1,0
Martin Glváč,SMER,SMER-SD,23,17,-6,0,1,1,NA,1,0,2010,0,0,1,0
Peter Kažimír,SMER,SMER-SD,25,6,-19,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Burian,SMER,SMER-SD,26,33,7,0,1,1,NA,0,0,2010,0,0,1,0
Pavol Pavlis,SMER,SMER-SD,27,25,-2,0,1,1,NA,1,0,2010,0,0,1,0
Viktor Stromček,SMER,SMER-SD,28,26,-2,0,1,1,NA,1,0,2010,0,0,1,0
Dušan Muňko,SMER,SMER-SD,29,30,1,0,1,1,NA,0,0,2010,0,0,1,0
Maroš Kondrót,SMER,SMER-SD,30,31,1,0,1,1,NA,0,0,2010,0,0,1,0
Dušan Galis,SMER,SMER-SD,31,32,1,0,1,1,NA,0,0,2010,0,0,1,0
Mojmír Mamojka,SMER,SMER-SD,33,34,1,0,1,1,NA,0,0,2010,0,0,1,0
Jozef Valocký,SMER,SMER-SD,35,36,1,0,1,1,NA,0,0,2010,0,0,1,0
Dušan Jarjabek,SMER,SMER-SD,37,38,1,0,1,1,NA,0,0,2010,0,0,1,0
Igor Choma,SMER,SMER-SD,39,24,-15,0,1,1,NA,1,0,2010,0,0,1,0
Vladimír Jánoš,SMER,SMER-SD,40,40,0,0,1,1,NA,1,0,2010,0,0,1,0
Pavol Goga,SMER,SMER-SD,41,42,1,0,1,1,NA,0,0,2010,0,0,1,0
Ľubomír Želiezka,SMER,SMER-SD,42,43,1,0,1,1,NA,0,0,2010,0,0,1,0
Vladimír Matejička,SMER,SMER-SD,43,44,1,0,1,1,NA,0,0,2010,0,0,1,0
Ľubomír Petrák,SMER,SMER-SD,44,41,-3,0,1,1,NA,1,0,2010,0,0,1,0
Iveta Lišková,SMER,SMER-SD,45,61,16,0,1,1,NA,0,0,2010,0,0,1,0
Ľuboš Martinák,SMER,SMER-SD,46,45,-1,0,1,1,NA,1,0,2010,0,0,1,0
Darina Gabániová,SMER,SMER-SD,50,49,-1,0,1,1,NA,1,0,2010,0,0,1,0
Ľubica Rošková,SMER,SMER-SD,51,50,-1,0,1,1,NA,1,0,2010,0,0,1,0
Bibiána Obrimčáková,SMER,SMER-SD,52,51,-1,0,1,1,NA,1,0,2010,0,0,1,0
Andrej Kolesík,SMER,SMER-SD,53,48,-5,0,1,1,NA,1,0,2010,0,0,1,0
Ján Senko,SMER,SMER-SD,54,54,0,0,1,1,NA,1,0,2010,0,0,1,0
Ivan Varga,SMER,SMER-SD,55,55,0,0,1,1,NA,1,0,2010,0,0,1,0
Viliam Jasaň,SMER,SMER-SD,56,56,0,0,1,1,NA,1,0,2010,0,0,1,0
Jana Vaľová,SMER,SMER-SD,57,57,0,0,1,1,NA,1,0,2010,0,0,1,0
Marián Kovačócy,SMER,SMER-SD,58,58,0,0,1,1,NA,1,0,2010,0,0,1,0
Peter Šuca,SMER,SMER-SD,59,59,0,0,1,1,NA,1,0,2010,0,0,1,0
Róbert Madej,SMER,SMER-SD,61,53,-8,0,1,1,NA,1,0,2010,0,0,1,0
Marián Záhumenský,SMER,SMER-SD,62,60,-2,0,1,1,NA,1,0,2010,0,0,1,0
Oľga Nachtmannová,SMER,SMER-SD,63,63,0,0,1,1,NA,1,0,2010,0,0,1,0
Lea Grečková,SMER,SMER-SD,64,64,0,0,1,1,NA,1,0,2010,0,0,1,0
Mária Janíková,SMER,SMER-SD,66,71,5,0,1,1,NA,0,0,2010,0,0,1,0
Milan Mojš,SMER,SMER-SD,71,65,-6,0,1,1,NA,1,0,2010,0,0,1,0
Marián Kéry,SMER,SMER-SD,75,74,-1,0,1,1,NA,1,0,2010,0,0,1,0
Jaroslav Demian,SMER,SMER-SD,76,70,-6,0,1,1,NA,1,0,2010,0,0,1,0
Viera Šedivcová,SMER,SMER-SD,77,101,24,0,1,1,NA,0,0,2010,0,0,1,0
Augustín Hambálek,SMER,SMER-SD,83,76,-7,0,1,1,NA,1,0,2010,0,0,1,0
Ľuboš Blaha,SMER,SMER-SD,86,85,-1,0,1,1,NA,1,0,2010,0,0,1,0
Vladislav Petráš,SMER,SMER-SD,87,97,10,0,1,1,NA,0,0,2010,0,0,1,0
Štefan Hreha,SMER,SMER-SD,90,92,2,0,1,1,NA,0,0,2010,0,0,1,0
Ladislav Bódi,SMER,SMER-SD,93,118,25,0,1,1,NA,0,0,2010,0,0,1,0
Mária Beňová,SMER,SMER-SD,96,111,15,0,1,1,NA,0,0,2010,0,0,1,0
Juraj Hamuľák,SMER,SMER-SD,98,113,15,0,1,1,NA,0,0,2010,0,0,1,0
Eva Hufková,SMER,SMER-SD,100,98,-2,0,1,1,NA,1,0,2010,0,0,1,0
Branislav Hámorník,SMER,SMER-SD,101,109,8,0,1,1,NA,0,0,2010,0,0,1,0
Ján Sabadoš,SMER,SŽS,102,3,-99,0,1,0,NA,1,0,2010,0,0,0,1
Štefan Radics,SMER,SMER-SD,104,138,34,0,1,1,NA,0,0,2010,0,0,1,0
Peter Gaži,SMER,SMER-SD,106,99,-7,0,1,1,NA,1,0,2010,0,0,1,0
Ladislav Andreánsky,SMER,SMER-SD,108,69,-39,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Žilík,SMER,SMER-SD,109,137,28,0,1,1,NA,0,0,2010,0,0,1,0
Jozef Stopka,SMER,SMER-SD,114,114,0,0,1,1,NA,1,0,2010,0,0,1,0
Ján Tassy,SMER,SMER-SD,117,120,3,0,1,1,NA,0,0,2010,0,0,1,0
Vladimír Jánošík,SMER,SMER-SD,119,107,-12,0,1,1,NA,1,0,2010,0,0,1,0
Boleslav Lešo,SMER,SMER-SD,123,110,-13,0,1,1,NA,1,0,2010,0,0,1,0
Ján Sihelský,SMER,SMER-SD,124,144,20,0,1,1,NA,0,0,2010,0,0,1,0
Štefan Mišák,SMER,SMER-SD,125,124,-1,0,1,1,NA,1,0,2010,0,0,1,0
Jana Artnerová,SMER,SMER-SD,129,145,16,0,1,1,NA,0,0,2010,0,0,1,0
Rastislav Čepák,SMER,SMER-SD,130,89,-41,0,1,1,NA,1,0,2010,0,0,1,0
Radovan Prstek,SMER,SMER-SD,133,127,-6,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Andrejčák,SMER,SMER-SD,135,119,-16,0,1,1,NA,1,0,2010,0,0,1,0
Denisa Paksiová,SMER,SMER-SD,142,136,-6,0,1,1,NA,1,0,2010,0,0,1,0
Milan Halúz,SMER,SMER-SD,144,87,-57,0,1,1,NA,1,0,2010,0,0,1,0
Anton Martvoň,SMER,SMER-SD,150,72,-78,0,1,1,NA,1,0,2010,0,0,1,0
Robert Kaliňák,SMER,SMER-SD,3,3,0,0,1,1,NA,1,0,2010,0,0,1,0
Marek Maďarič,SMER,SMER-SD,4,4,0,0,1,1,NA,1,0,2010,0,0,1,0
Richard Raši,SMER,SMER-SD,9,8,-1,0,1,1,NA,1,0,2010,0,0,1,0
Jaroslav Baška,SMER,SMER-SD,11,15,4,0,1,1,NA,0,0,2010,0,0,1,0
Jana Laššáková,SMER,SMER-SD,17,11,-6,0,1,1,NA,1,0,2010,0,0,1,0
Renáta Zmajkovičová,SMER,SMER-SD,18,12,-6,0,1,1,NA,1,0,2010,0,0,1,0
Juraj Blanár,SMER,SMER-SD,20,14,-6,0,1,1,NA,1,0,2010,0,0,1,0
Ján Podmanický,SMER,SMER-SD,24,23,-1,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Buček,SMER,SMER-SD,32,27,-5,0,1,1,NA,1,0,2010,0,0,1,0
Branislav Ondruš,SMER,SMER-SD,36,37,1,0,1,1,NA,0,0,2010,0,0,1,0
Marián Saloň,SMER,SMER-SD,38,39,1,0,1,1,NA,0,0,2010,0,0,1,0
Mikuláš Krajkovič,SMER,SMER-SD,47,46,-1,0,1,1,NA,1,0,2010,0,0,1,0
Dušan Bublavý,SMER,SMER-SD,48,47,-1,0,1,1,NA,1,0,2010,0,0,1,0
Anna Vitteková,SMER,SMER-SD,60,62,2,0,1,1,NA,0,0,2010,0,0,1,0
Emília Müllerová,SMER,SMER-SD,69,66,-3,0,1,1,NA,1,0,2010,0,0,1,0
Ján Babič,SMER,SMER-SD,72,88,16,0,1,1,NA,0,0,2010,0,0,1,0
Tibor Lebocký,SMER,SMER-SD,73,83,10,0,1,1,NA,0,0,2010,0,0,1,0
Milan Géci,SMER,SMER-SD,74,75,1,0,1,1,NA,0,0,2010,0,0,1,0
Daniel Duchoň,SMER,SMER-SD,78,78,0,0,1,1,NA,1,0,2010,0,0,1,0
Svetlana Pavlovičová,SMER,SMER-SD,80,80,0,0,1,1,NA,1,0,2010,0,0,1,0
Viliam Holeva,SMER,SMER-SD,84,84,0,0,1,1,NA,1,0,2010,0,0,1,0
Viera Mazúrová,SMER,SMER-SD,85,86,1,0,1,1,NA,0,0,2010,0,0,1,0
Juraj Pukáč,SMER,SMER-SD,92,115,23,0,1,1,NA,0,0,2010,0,0,1,0
Stanislav Šimko,SMER,SMER-SD,103,117,14,0,1,1,NA,0,0,2010,0,0,1,0
Vladimír Kocourek,SMER,SMER-SD,112,133,21,0,1,1,NA,0,0,2010,0,0,1,0
Boris Susko,SMER,SMER-SD,131,79,-52,0,1,1,NA,1,0,2010,0,0,1,0
Roman Masár,SMER,SMER-SD,137,121,-16,0,1,1,NA,1,0,2010,0,0,1,0
Peter Sokol,SMER,SMER-SD,138,116,-22,0,1,1,NA,1,0,2010,0,0,1,0
Jozef Mičieta,SMER,SMER-SD,145,146,1,0,1,1,NA,0,0,2010,0,0,1,0
Ivan Šteiner,SMER,SMER-SD,149,122,-27,0,1,1,NA,1,0,2010,0,0,1,0
Iván Farkas,SMK-MKP,SMK-MKP,4,3,-1,1,1,0,NA,1,0,2010,0,1,0,0
László Szigeti,SMK-MKP,SMK-MKP,5,6,1,1,1,0,NA,0,0,2010,0,1,0,0
Ágnes Biró,SMK-MKP,SMK-MKP,7,17,10,1,1,0,NA,0,0,2010,0,1,0,0
Péter Csúsz,SMK-MKP,SMK-MKP,9,9,0,1,1,0,NA,1,0,2010,0,1,0,0
